Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
37769843	2023-03-07	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Engage in material cooperation	060	6	Police (China)	Government,Police	China	57108276	4	Unknown			Jiangsu Sheng	China	33	120
37769906	2023-03-07	Envoy (China)	Executive,Foreign Ministry,Government	China	Appeal for easing of economic sanctions, boycott, or embargo	0254	-0.3	UN Security Council	Global,Global Defense / Security IGOs,Global Diplomatic IGOs,International Government Organization		57108280	1	Unknown			Upper Nile	South Sudan	10	32.7
37769928	2023-03-07	Xiao Jie	Executive,Executive Office,Government	China	Make statement	010	0	China		China	57108282	4	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769918	2023-03-07	World Health Organization	Global,Global Diplomatic IGOs,Global Health IGOs,International Government Organization		Make an appeal or request	020	3	China		China	57108284	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769919	2023-03-07	World Health Organization	Global,Global Diplomatic IGOs,Global Health IGOs,International Government Organization		Make a visit	042	1.9	China		China	57108284	3	Unknown	Wuhan		Hubei Sheng	China	30.5833	114.267
37769920	2023-03-07	China		China	Host a visit	043	2.8	World Health Organization	Global,Global Diplomatic IGOs,Global Health IGOs,International Government Organization		57108284	3	Unknown	Wuhan		Hubei Sheng	China	30.5833	114.267
37769865	2023-03-07	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make a visit	042	1.9	China		China	57108287	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769867	2023-03-07	China		China	Host a visit	043	2.8	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	57108287	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769866	2023-03-07	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make a visit	042	1.9	China		China	57108287	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769868	2023-03-07	China		China	Host a visit	043	2.8	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	57108287	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769822	2023-03-07	Foreign Affairs (Syria)	Executive,Foreign Ministry,Government	Syria	Consult	040	1	Foreign Affairs (United States)	Executive,Foreign Ministry,Government	United States	57108288	1	Unknown	Ankara		Ankara	Turkey	39.9199	32.8543
37769825	2023-03-07	Foreign Affairs (United States)	Executive,Foreign Ministry,Government	United States	Consult	040	1	Foreign Affairs (Syria)	Executive,Foreign Ministry,Government	Syria	57108288	1	Unknown	Ankara		Ankara	Turkey	39.9199	32.8543
37769821	2023-03-07	Turkey		Turkey	Make an appeal or request	020	3	United States		United States	57108288	5	Unknown	Ankara		Ankara	Turkey	39.9199	32.8543
37769824	2023-03-07	Combatant (Syrian Kurds)	International Ethnic,Kurd (Ethnic Group),National Ethnic,National Ethnic Minority,Social	Syria	Engage in diplomatic cooperation	050	3.5	United States		United States	57108288	5	Unknown	Ankara		Ankara	Turkey	39.9199	32.8543
37769917	2023-03-07	China		China	Make optimistic comment	013	0.4	United States		United States	57108289	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769916	2023-03-07	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57108289	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769875	2023-03-07	China		China	Praise or endorse	051	3.4	Middle East			57108290	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769874	2023-03-07	China		China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Middle East			57108290	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769876	2023-03-07	China		China	Make an appeal or request	020	3	Japan		Japan	57108295	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769884	2023-03-07	China		China	Make statement	010	0	Taiwan		Taiwan	57108311	1	Unknown				China	39.9075	116.397
37769900	2023-03-07	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make a visit	042	1.9	China		China	57108313	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769901	2023-03-07	China		China	Host a visit	043	2.8	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	57108313	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769892	2023-03-07	Hun Sen	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Parties	Cambodia	Praise or endorse	051	3.4	Business (China)	Business,Social	China	57108319	1	Unknown	Phnom Penh		Phnom Penh	Cambodia	11.5625	104.916
37769891	2023-03-07	Hun Sen	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Parties	Cambodia	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Cambodia		Cambodia	57108319	4	Unknown			Siem Reap	Cambodia	13.5	104
37770457	2023-03-08	Foreign Affairs (China)	Executive,Foreign Ministry,Government	China	Make statement	010	0	China		China	57109095	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769945	2023-03-08	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	Express intent to meet or negotiate	036	4	National Iranian Petrochemical Company	Energy Ministry,Executive,Government,State Owned Enterprises,State-Owned Heavy Industrial / Chemical	Iran	57109096	4	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770688	2023-03-08	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57109100	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769942	2023-03-08	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57109104	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769943	2023-03-08	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57109104	3	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37769944	2023-03-08	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57109104	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770435	2023-03-08	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Consult	040	1	Chinese Communist Party	(National) Major Party,Government Major Party (In Government),Parties	China	57109106	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770436	2023-03-08	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Consult	040	1	Head of Government (China)	Executive,Executive Office,Government	China	57109106	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770437	2023-03-08	Chinese Communist Party	(National) Major Party,Government Major Party (In Government),Parties	China	Consult	040	1	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109106	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770438	2023-03-08	Head of Government (China)	Executive,Executive Office,Government	China	Consult	040	1	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109106	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770181	2023-03-08	China		China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Bangladesh		Bangladesh	57109107	6	Unknown	Dhaka	Dhaka District	Dhaka Division	Bangladesh	23.7104	90.4074
37770182	2023-03-08	Bangladesh		Bangladesh	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	China		China	57109107	6	Unknown	Dhaka	Dhaka District	Dhaka Division	Bangladesh	23.7104	90.4074
37770012	2023-03-08	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make a visit	042	1.9	China		China	57109108	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770013	2023-03-08	China		China	Host a visit	043	2.8	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	57109108	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770184	2023-03-08	China		China	Consult	040	1	Police (Hong Kong)	Government,Police	Hong Kong	57109112	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770185	2023-03-08	Police (Hong Kong)	Government,Police	Hong Kong	Consult	040	1	China		China	57109112	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770357	2023-03-08	Head of Government (Iraq)	Executive,Executive Office,Government	Iraq	Consult	040	1	United States		United States	57109114	2	Unknown	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
37770358	2023-03-08	Iraq		Iraq	Engage in diplomatic cooperation	050	3.5	United States		United States	57109114	2	Unknown	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
37770359	2023-03-08	United States		United States	Engage in diplomatic cooperation	050	3.5	Iraq		Iraq	57109114	2	Unknown	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
37770361	2023-03-08	United States		United States	Consult	040	1	Head of Government (Iraq)	Executive,Executive Office,Government	Iraq	57109114	2	Unknown	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
37770360	2023-03-08	United States		United States	Engage in diplomatic cooperation	050	3.5	Iraq		Iraq	57109114	5	Unknown	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
37770508	2023-03-08	Citizen (France)	General Population / Civilian / Social,Social	France	Demonstrate or rally	141	-6.5	Government (France)	Government	France	57109115	1	Unknown	Lille	Departement du Nord	Region Nord-Pas-de-Calais	France	50.633	3.05858
37770507	2023-03-08	Labor Union (France)	Labor,Social	France	Make an appeal or request	020	3	Employee (France)	Labor,Social	France	57109115	4	Unknown	Paris	Paris	Region Ile-de-France	France	48.8534	2.3488
37770505	2023-03-09	Wang Huning	(National) Major Party,Government Major Party (In Government),Parties	China	Make statement	010	0	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109055	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770234	2023-03-09	Prime Minister bin Ibrahim	Dissident,Elite,Protestors / Popular Opposition / Mobs	Malaysia	Make statement	010	0	Malaysia		Malaysia	57109057	6	Unknown	Kuala Lumpur		Kuala Lumpur	Malaysia	3.1412	101.687
37770280	2023-03-09	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make empathetic comment	018	3.4	Foreign Affairs (Vanuatu)	Executive,Foreign Ministry,Government	Vanuatu	57109060	3	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770349	2023-03-09	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	Consult	040	1	Police (China)	Government,Police	China	57109061	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770350	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	57109061	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770351	2023-03-09	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Consult	040	1	Police (China)	Government,Police	China	57109061	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770354	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109061	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770352	2023-03-09	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Consult	040	1	Lawmaker (China)	Government,Legislative / Parliamentary	China	57109061	4	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770355	2023-03-09	Lawmaker (China)	Government,Legislative / Parliamentary	China	Consult	040	1	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109061	4	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770353	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Congress (China)	Government,Legislative / Parliamentary	China	57109061	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770356	2023-03-09	Congress (China)	Government,Legislative / Parliamentary	China	Consult	040	1	Police (China)	Government,Police	China	57109061	6	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770228	2023-03-09	Fedor Lukyanov	Media,Social	Russian Federation	Make statement	010	0	China		China	57109064	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770362	2023-03-09	China		China	Make a visit	042	1.9	Zimbabwe		Zimbabwe	57109065	2	Unknown	Harare		Harare Province	Zimbabwe	-17.8277	31.0534
37770364	2023-03-09	Zimbabwe		Zimbabwe	Host a visit	043	2.8	China		China	57109065	2	Unknown	Harare		Harare Province	Zimbabwe	-17.8277	31.0534
37770363	2023-03-09	China		China	Make a visit	042	1.9	Zimbabwe		Zimbabwe	57109065	4	Unknown	Harare		Harare Province	Zimbabwe	-17.8277	31.0534
37770365	2023-03-09	Zimbabwe		Zimbabwe	Host a visit	043	2.8	China		China	57109065	4	Unknown	Harare		Harare Province	Zimbabwe	-17.8277	31.0534
37770008	2023-03-09	Qin Gang	Executive,Government,Information / Communication / Transparency Ministry	China	Make statement	010	0	China		China	57109067	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770509	2023-03-09	Liu Jianchao	Elite,Executive,Foreign Ministry,Government	China	Consult	040	1	Cabinet / Council of Ministers / Advisors (Denmark)	Cabinet,Executive,Government	Denmark	57109068	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770510	2023-03-09	Cabinet / Council of Ministers / Advisors (Denmark)	Cabinet,Executive,Government	Denmark	Consult	040	1	Liu Jianchao	Elite,Executive,Foreign Ministry,Government	China	57109068	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770674	2023-03-09	Protester (Palestinian Territory, Occupied)	Dissident,Protestors / Popular Opposition / Mobs	Occupied Palestinian Territory	Protest violently, riot	145	-7.5	Military Personnel - Special (Israel)	Government,Military	Israel	57109069	1	Unknown	Hebron		West Bank	Occupied Palestinian Territory	31.5294	35.0938
37770675	2023-03-09	Israel		Israel	Use conventional military force	190	-10	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	57109069	2	Unknown	Janin		West Bank	Occupied Palestinian Territory	32.4594	35.3009
37770676	2023-03-09	Israel		Israel	Use conventional military force	190	-10	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	57109069	4	Unknown	Janin		West Bank	Occupied Palestinian Territory	32.4594	35.3009
37770331	2023-03-09	Olaf Scholz	(National) Major Party,Center Left,Executive,Executive Office,Finance / Economy / Commerce / Trade Ministry,Government,Ideological,Local,Municipal,Parties	Germany	Make an appeal or request	020	3	Women (Germany)	General Population / Civilian / Social,Social	Germany	57109073	5	Unknown	Rome	Provincia di Roma	Lazio	Italy	41.8947	12.4839
37770482	2023-03-09	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	Consult	040	1	Police (China)	Government,Police	China	57109074	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770483	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	57109074	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770484	2023-03-09	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Consult	040	1	Police (China)	Government,Police	China	57109074	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770487	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109074	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770485	2023-03-09	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	Consult	040	1	Police (China)	Government,Police	China	57109074	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770486	2023-03-09	Police (China)	Government,Police	China	Consult	040	1	Armed Separatist (Libération)	Far Left,Ideological,Media,News,Print News,Social	France	57109074	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770366	2023-03-09	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Royal Administration (Spain)	Government	Spain	57109081	3	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770134	2023-03-09	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	Express intent to meet or negotiate	036	4	Member of the Judiciary (China)	Government,Judicial	China	57109085	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770636	2023-03-09	Syria		Syria	Make statement	010	0	United States		United States	57109092	1	Unknown	Damascus		Dimashq	Syria	33.5102	36.2913
37770512	2023-03-10	Finland		Finland	Make a visit	042	1.9	Belgium		Belgium	57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770513	2023-03-10	North Atlantic Treaty Organization	Global,Global Defense / Security IGOs,International Government Organization		Make a visit	042	1.9	Belgium		Belgium	57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770514	2023-03-10	Finland		Finland	Engage in negotiation	046	7	North Atlantic Treaty Organization	Global,Global Defense / Security IGOs,International Government Organization		57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770515	2023-03-10	North Atlantic Treaty Organization	Global,Global Defense / Security IGOs,International Government Organization		Engage in negotiation	046	7	Finland		Finland	57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770516	2023-03-10	Belgium		Belgium	Host a visit	043	2.8	Finland		Finland	57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770517	2023-03-10	Belgium		Belgium	Host a visit	043	2.8	North Atlantic Treaty Organization	Global,Global Defense / Security IGOs,International Government Organization		57109027	1	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
37770227	2023-03-10	Health Ministry (Madagascar)	Executive,Government,Health Ministry	Madagascar	Praise or endorse	051	3.4	China		China	57109034	1	Unknown	Antananarivo		Analamanga Region	Madagascar	-18.9137	47.5361
37770226	2023-03-10	China		China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Madagascar		Madagascar	57109034	6	Unknown	Antananarivo		Analamanga Region	Madagascar	-18.9137	47.5361
37770219	2023-03-10	Wang Huning	(National) Major Party,Government Major Party (In Government),Parties	China	Make a visit	042	1.9	China		China	57109039	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770221	2023-03-10	China		China	Host a visit	043	2.8	Wang Huning	(National) Major Party,Government Major Party (In Government),Parties	China	57109039	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770220	2023-03-10	Wang Huning	(National) Major Party,Government Major Party (In Government),Parties	China	Reject	120	-4	Taiwan		Taiwan	57109039	5	Unknown	Taiwan Strait			Taiwan	24	119
37770431	2023-03-10	Rafael Grossi	Global,Global Diplomatic IGOs,Global Energy IGOs,International Government Organization		Engage in negotiation	046	7	Iran		Iran	57109041	2	Unknown	Tehran		Tehran Province	Iran	35.6944	51.4215
37770434	2023-03-10	Iran		Iran	Engage in negotiation	046	7	Rafael Grossi	Global,Global Diplomatic IGOs,Global Energy IGOs,International Government Organization		57109041	2	Unknown	Tehran		Tehran Province	Iran	35.6944	51.4215
37770432	2023-03-10	Iran		Iran	Engage in diplomatic cooperation	050	3.5	International Atomic Energy Agency	Global,Global Diplomatic IGOs,Global Energy IGOs,International Government Organization		57109041	5	Unknown	Tehran		Tehran Province	Iran	35.6944	51.4215
37770433	2023-03-10	International Atomic Energy Agency	Global,Global Diplomatic IGOs,Global Energy IGOs,International Government Organization		Engage in diplomatic cooperation	050	3.5	Iran		Iran	57109041	5	Unknown	Tehran		Tehran Province	Iran	35.6944	51.4215
37770430	2023-03-10	Media Personnel (Iran)	Media,Social	Iran	Make statement	010	0	Rafael Grossi	Global,Global Diplomatic IGOs,Global Energy IGOs,International Government Organization		57109041	6	Unknown	Tehran		Tehran Province	Iran	35.6944	51.4215
37770218	2023-03-10	Andrés Manuel López Obrador	(National) Major Party,Dissident,Far Left,Ideological,Parties,Protestors / Popular Opposition / Mobs	Mexico	Criticize or denounce	111	-2	Lawmaker (United States)	Government,Legislative / Parliamentary	United States	57109042	1	Unknown	Mexico City		Distrito Federal	Mexico	19.4285	-99.1277
37770265	2023-03-10	Media Personnel (China)	Media,Social	China	Make statement	010	0	Education (China)	Education,Social	China	57109043	4	Unknown			Tibet	China	33.2111	86.1328
37770229	2023-03-10	Fighter Bomber (China)	Government,Military	China	Engage in symbolic act	017	0	Air Force (China)	Air Force,Government,Military	China	57109044	1	Unknown				China	39.9075	116.397
37770230	2023-03-10	Fighter Bomber (China)	Government,Military	China	Praise or endorse	051	3.4	Air Force (China)	Air Force,Government,Military	China	57109044	1	Unknown				China	39.9075	116.397
37770231	2023-03-10	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	Demand	100	-5	China		China	57109044	3	Unknown				China	39.9075	116.397
37770626	2023-03-10	Hezbollah	(National) Minor Party,Dissident,Far Left,Ideological,International Religious,National Religious,Organized Violent,Parties,Shia,Social	Lebanon	Make an appeal or request	020	3	Citizen (Lebanon)	General Population / Civilian / Social,Social	Lebanon	57109045	1	Unknown	Beirut		Beyrouth	Lebanon	33.8889	35.4944
37770627	2023-03-10	Hezbollah	(National) Minor Party,Dissident,Far Left,Ideological,International Religious,National Religious,Organized Violent,Parties,Shia,Social	Lebanon	Criticize or denounce	111	-2	United States		United States	57109045	1	Unknown	Beirut		Beyrouth	Lebanon	33.8889	35.4944
37770625	2023-03-10	Hezbollah	(National) Minor Party,Dissident,Far Left,Ideological,International Religious,National Religious,Organized Violent,Parties,Shia,Social	Lebanon	Make statement	010	0	United States		United States	57109045	2	Unknown	Beirut		Beyrouth	Lebanon	33.8889	35.4944
37770341	2023-03-10	Lloyd Austin	Government,Military	United States	Make an appeal or request	020	3	Israel		Israel	57109046	1	Unknown	Jerusalem		Jerusalem District	Israel	31.769	35.2163
37770343	2023-03-10	Lloyd Austin	Government,Military	United States	Make a visit	042	1.9	Israel		Israel	57109046	1	Unknown	Jerusalem		Jerusalem District	Israel	31.769	35.2163
37770346	2023-03-10	Israel		Israel	Host a visit	043	2.8	Lloyd Austin	Government,Military	United States	57109046	1	Unknown	Jerusalem		Jerusalem District	Israel	31.769	35.2163
37770342	2023-03-10	Lloyd Austin	Government,Military	United States	Consult	040	1	Benjamin Netanyahu	(National) Major Party,Center Right,Elite,Executive,Executive Office,Foreign Ministry,Government,Ideological,International Ethnic,Jews,Parties	Israel	57109046	2	Unknown	Ben Gurion Airport		Central District	Israel	32.0136	34.8866
37770345	2023-03-10	Benjamin Netanyahu	(National) Major Party,Center Right,Elite,Executive,Executive Office,Foreign Ministry,Government,Ideological,International Ethnic,Jews,Parties	Israel	Consult	040	1	Lloyd Austin	Government,Military	United States	57109046	2	Unknown	Ben Gurion Airport		Central District	Israel	32.0136	34.8866
37770344	2023-03-10	Settler (Israel)	General Population / Civilian / Social,Social	Israel	Use unconventional violence	180	-9	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	57109046	6	Unknown	Huwara		West Bank	Occupied Palestinian Territory	32.1524	35.2566
37770338	2023-03-10	Faysal ibn Farhan	Executive,Foreign Ministry,Government	Saudi Arabia	Make a visit	042	1.9	Russia		Russian Federation	57109047	2	Unknown	Moscow		Moskva	Russian Federation	55.7522	37.6156
37770339	2023-03-10	Russia		Russian Federation	Host a visit	043	2.8	Faysal ibn Farhan	Executive,Foreign Ministry,Government	Saudi Arabia	57109047	2	Unknown	Moscow		Moskva	Russian Federation	55.7522	37.6156
37770568	2023-03-10	Other Authorities / Officials (Turkey)	Government	Turkey	Make an appeal or request	020	3	Citizen (Turkey)	General Population / Civilian / Social,Social	Turkey	57109049	5	Unknown			Istanbul	Turkey	41.0351	28.9833
37770628	2023-03-11	United Nations	Global,Global Diplomatic IGOs,International Government Organization		Praise or endorse	051	3.4	Saudi Arabia		Saudi Arabia	57109004	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770629	2023-03-11	United Nations	Global,Global Diplomatic IGOs,International Government Organization		Praise or endorse	051	3.4	Iran		Iran	57109004	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770630	2023-03-11	United Nations	Global,Global Diplomatic IGOs,International Government Organization		Praise or endorse	051	3.4	China		China	57109004	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770631	2023-03-11	Iran		Iran	Sign formal agreement	057	8	Saudi Arabia		Saudi Arabia	57109004	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770632	2023-03-11	Saudi Arabia		Saudi Arabia	Sign formal agreement	057	8	Iran		Iran	57109004	2	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770581	2023-03-11	United Nations	Global,Global Diplomatic IGOs,International Government Organization		Make an appeal or request	020	3	Government (Canada)	Government	Canada	57109012	4	Unknown	Ottawa		Ontario	Canada	45.4112	-75.6981
37770585	2023-03-11	China		China	Praise or endorse	051	3.4	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109018	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770454	2023-03-11	China		China	Make an appeal or request	020	3	United States		United States	57109020	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770455	2023-03-11	China		China	Criticize or denounce	111	-2	United States		United States	57109020	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770217	2023-03-11	China		China	Criticize or denounce	111	-2	United States		United States	57109022	1	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770009	2023-03-11	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Make statement	010	0	China		China	57109023	3	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770011	2023-03-11	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	Make optimistic comment	013	0.4	China		China	57109023	4	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
37770010	2023-03-11	Norodom Sihamoni	Dissident,Elite,Protestors / Popular Opposition / Mobs	Cambodia	Make statement	010	0	Xi Jinping	(National) Major Party,Elite,Executive,Executive Office,Government,Government Major Party (In Government),Legislative / Parliamentary,Military,Parties,Unicameral	China	57109023	5	Unknown	Beijing		Beijing Shi	China	39.9075	116.397
